Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 126,Friday,8:30:00,9:30:00,162,SEC033,Carrasco Carrasco
Room 126,Friday,16:00:00,17:00:00,20,SEC040,De Lara De Lara
Room 126,Monday,14:00:00,15:00:00,189,SEC036,Delos Santos Delos Santos
Room 126,Saturday,7:30:00,8:30:00,165,SEC033,Napili Napili
Room 126,Saturday,9:30:00,10:00:00,150,SEC048,Cabrera Cabrera
Room 126,Saturday,12:00:00,13:00:00,22,SEC076,Dinapo Dinapo
Room 126,Saturday,14:00:00,15:00:00,164,SEC023,Napili Napili
Room 126,Thursday,11:00:00,12:00:00,151,SEC075,Valdez Valdez
Room 126,Tuesday,12:00:00,13:00:00,221,SEC041,Ballesteros Ballesteros
Room 126,Wednesday,12:00:00,13:00:00,223,SEC031,Layag Layag
