Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 150,Friday,9:30:00,10:00:00,173,SEC034,Alde Alde
Room 150,Friday,16:00:00,17:00:00,157,SEC032,Gutierrez Gutierrez
Room 150,Monday,15:00:00,16:00:00,23,SEC076,Dinapo Dinapo
Room 150,Monday,16:00:00,17:00:00,154,SEC042,Obedoza Obedoza
Room 150,Saturday,7:30:00,8:30:00,155,SEC068,Achapero Achapero
Room 150,Saturday,13:00:00,14:00:00,1,SEC074,Cabrera Cabrera
Room 150,Saturday,14:00:00,15:00:00,31,SEC077,Barretto Barretto
Room 150,Thursday,13:00:00,14:00:00,7,SEC061,Tabones Tabones
Room 150,Thursday,16:00:00,17:00:00,29,SEC064,De Asis De Asis
Room 150,Tuesday,14:00:00,15:00:00,11,SEC029,Manago Manago
Room 150,Wednesday,8:30:00,9:30:00,172,SEC034,Odtohan Odtohan
Room 150,Wednesday,12:00:00,13:00:00,177,SEC045,Berza Berza
