Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 220,Friday,8:30:00,9:30:00,9,SEC029,Valdez Valdez
Room 220,Friday,12:00:00,13:00:00,155,SEC022,Achapero Achapero
Room 220,Friday,13:00:00,14:00:00,144,SEC055,Obedoza Obedoza
Room 220,Monday,12:00:00,13:00:00,219,SEC029,Ballesteros Ballesteros
Room 220,Monday,13:00:00,14:00:00,169,SEC057,Orbita Orbita
Room 220,Saturday,12:00:00,13:00:00,23,SEC050,Dinapo Dinapo
Room 220,Thursday,11:00:00,12:00:00,193,SEC036,Ramirez Ramirez
Room 220,Thursday,15:00:00,16:00:00,161,SEC056,Carrasco Carrasco
Room 220,Tuesday,7:30:00,8:30:00,216,SEC060,Baraquel Baraquel
Room 220,Tuesday,10:30:00,11:00:00,174,SEC044,Alde Alde
