Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 139,Friday,7:30:00,8:30:00,Homeroom,SEC039,Dela Cruz Dela Cruz
Room 139,Friday,14:00:00,15:00:00,162,SEC043,Carrasco Carrasco
Room 139,Friday,15:00:00,16:00:00,199,SEC060,Orolaza Orolaza
Room 139,Monday,9:30:00,10:00:00,178,SEC035,Dela Cruz Dela Cruz
Room 139,Monday,10:00:00,11:00:00,145,SEC069,Fernando Fernando
Room 139,Saturday,16:00:00,17:00:00,4,SEC038,Canadilla Canadilla
Room 139,Thursday,12:00:00,13:00:00,162,SEC033,Carrasco Carrasco
Room 139,Tuesday,8:30:00,9:30:00,157,SEC042,Gutierrez Gutierrez
Room 139,Tuesday,16:00:00,17:00:00,196,SEC060,Gabiola Gabiola
Room 139,Wednesday,9:30:00,10:30:00,197,SEC047,Gabiola Gabiola
