Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 152,Friday,8:30:00,9:30:00,171,SEC024,Odtohan Odtohan
Room 152,Friday,9:30:00,10:30:00,16,SEC075,Cabasbas Cabasbas
Room 152,Friday,10:30:00,11:00:00,23,SEC076,Gumabon Gumabon
Room 152,Friday,12:00:00,13:00:00,189,SEC046,Delos Santos Delos Santos
Room 152,Monday,12:00:00,13:00:00,162,SEC069,Carrasco Carrasco
Room 152,Thursday,14:00:00,15:00:00,159,SEC032,Gutierrez Gutierrez
Room 152,Tuesday,11:00:00,12:00:00,165,SEC043,Napili Napili
Room 152,Tuesday,13:00:00,14:00:00,29,SEC077,De Asis De Asis
Room 152,Tuesday,14:00:00,15:00:00,2,SEC028,Cabrera Cabrera
Room 152,Wednesday,12:00:00,13:00:00,163,SEC043,Laque Laque
