Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 183,Friday,12:00:00,13:00:00,191,SEC046,Lati Lati
Room 183,Friday,13:00:00,14:00:00,172,SEC070,Odtohan Odtohan
Room 183,Friday,14:00:00,15:00:00,216,SEC027,Baraquel Baraquel
Room 183,Friday,16:00:00,17:00:00,4,SEC061,Canadilla Canadilla
Room 183,Monday,8:30:00,9:30:00,176,SEC057,Botalon Botalon
Room 183,Monday,9:30:00,10:30:00,164,SEC056,Napili Napili
Room 183,Saturday,10:30:00,11:00:00,198,SEC047,Baraquel Baraquel
Room 183,Thursday,11:00:00,12:00:00,172,SEC057,Odtohan Odtohan
Room 183,Thursday,13:00:00,14:00:00,7,SEC061,Tabones Tabones
Room 183,Thursday,16:00:00,17:00:00,6,SEC061,Cabasbas Cabasbas
