Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 120,Friday,7:30:00,8:30:00,Homeroom,SEC020,Antenor Antenor
Room 120,Friday,9:30:00,10:00:00,191,SEC036,Lati Lati
Room 120,Friday,15:00:00,16:00:00,175,SEC057,Botalon Botalon
Room 120,Monday,11:00:00,12:00:00,225,SEC040,Layag Layag
Room 120,Monday,16:00:00,17:00:00,188,SEC026,Cadiente Cadiente
Room 120,Saturday,10:30:00,11:00:00,147,SEC058,Berza Berza
Room 120,Saturday,13:00:00,14:00:00,30,SEC041,Barretto Barretto
Room 120,Thursday,8:30:00,9:30:00,183,SEC035,Bitancor Bitancor
Room 120,Thursday,9:30:00,10:00:00,156,SEC022,Achapero Achapero
Room 120,Thursday,10:00:00,11:00:00,180,SEC071,Rimarim Rimarim
Room 120,Tuesday,9:30:00,10:00:00,195,SEC027,Bacongallo Bacongallo
Room 120,Tuesday,15:00:00,16:00:00,167,SEC043,Laque Laque
Room 120,Wednesday,16:00:00,17:00:00,1,SEC048,Cabrera Cabrera
