Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 148,Friday,7:30:00,8:30:00,Homeroom,SEC048,Cabasbas Cabasbas
Room 148,Friday,12:00:00,13:00:00,232,SEC026,Ramirez Ramirez
Room 148,Monday,8:30:00,9:30:00,193,SEC072,Ramirez Ramirez
Room 148,Saturday,11:00:00,12:00:00,196,SEC073,Gabiola Gabiola
Room 148,Saturday,14:00:00,15:00:00,201,SEC047,Esquilona Esquilona
Room 148,Saturday,16:00:00,17:00:00,224,SEC028,Layag Layag
Room 148,Thursday,8:30:00,9:30:00,162,SEC056,Carrasco Carrasco
Room 148,Thursday,16:00:00,17:00:00,180,SEC058,Rimarim Rimarim
Room 148,Tuesday,7:30:00,8:30:00,179,SEC071,Dela Cruz Dela Cruz
Room 148,Tuesday,8:30:00,9:30:00,23,SEC040,Gumabon Gumabon
Room 148,Tuesday,16:00:00,17:00:00,181,SEC045,Alejo Alejo
Room 148,Wednesday,8:30:00,9:30:00,157,SEC055,Gutierrez Gutierrez
Room 148,Wednesday,9:30:00,10:30:00,177,SEC035,Berza Berza
