Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 182,Friday,9:30:00,10:00:00,178,SEC025,Dela Cruz Dela Cruz
Room 182,Friday,10:30:00,11:00:00,22,SEC050,Gante Gante
Room 182,Friday,12:00:00,13:00:00,12,SEC062,Manago Manago
Room 182,Monday,7:30:00,8:30:00,185,SEC025,Rimarim Rimarim
Room 182,Monday,12:00:00,13:00:00,201,SEC060,Esquilona Esquilona
Room 182,Saturday,8:30:00,9:30:00,225,SEC076,Layag Layag
Room 182,Saturday,10:00:00,11:00:00,163,SEC023,Laque Laque
Room 182,Saturday,14:00:00,15:00:00,171,SEC057,Odtohan Odtohan
Room 182,Tuesday,12:00:00,13:00:00,197,SEC037,Gabiola Gabiola
Room 182,Wednesday,9:30:00,10:00:00,170,SEC024,Orbita Orbita
Room 182,Wednesday,13:00:00,14:00:00,183,SEC025,Bitancor Bitancor
Room 182,Wednesday,15:00:00,16:00:00,231,SEC058,Bitancor Bitancor
