Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 122,Friday,7:30:00,8:30:00,216,SEC037,Baraquel Baraquel
Room 122,Monday,8:30:00,9:30:00,155,SEC055,Achapero Achapero
Room 122,Saturday,11:00:00,12:00:00,231,SEC035,Bitancor Bitancor
Room 122,Saturday,12:00:00,13:00:00,12,SEC062,Manago Manago
Room 122,Saturday,13:00:00,14:00:00,161,SEC023,Carrasco Carrasco
Room 122,Thursday,10:00:00,11:00:00,30,SEC064,Alonzo Alonzo
Room 122,Thursday,11:00:00,12:00:00,188,SEC036,Cadiente Cadiente
Room 122,Thursday,16:00:00,17:00:00,168,SEC034,Acebes Acebes
Room 122,Tuesday,15:00:00,16:00:00,11,SEC039,Manago Manago
Room 122,Wednesday,8:30:00,9:30:00,157,SEC042,Gutierrez Gutierrez
Room 122,Wednesday,9:30:00,10:30:00,15,SEC075,Dela Cruz Dela Cruz
Room 122,Wednesday,12:00:00,13:00:00,176,SEC034,Botalon Botalon
