Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 116,Friday,8:30:00,9:30:00,25,SEC064,Abanto Abanto
Room 116,Friday,9:30:00,10:00:00,181,SEC058,Alejo Alejo
Room 116,Friday,13:00:00,14:00:00,16,SEC049,Cabasbas Cabasbas
Room 116,Monday,9:30:00,10:30:00,167,SEC056,Laque Laque
Room 116,Monday,11:00:00,12:00:00,152,SEC050,Morales Morales
Room 116,Saturday,7:30:00,8:30:00,9,SEC062,Valdez Valdez
Room 116,Saturday,16:00:00,17:00:00,155,SEC055,Achapero Achapero
Room 116,Thursday,11:00:00,12:00:00,154,SEC022,Obedoza Obedoza
Room 116,Tuesday,12:00:00,13:00:00,156,SEC055,Achapero Achapero
Room 116,Wednesday,7:30:00,8:30:00,172,SEC024,Odtohan Odtohan
Room 116,Wednesday,16:00:00,17:00:00,183,SEC071,Bitancor Bitancor
