Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 119,Friday,9:30:00,10:30:00,169,SEC057,Orbita Orbita
Room 119,Friday,13:00:00,14:00:00,158,SEC032,Binaluyo Binaluyo
Room 119,Monday,8:30:00,9:30:00,198,SEC060,Baraquel Baraquel
Room 119,Monday,15:00:00,16:00:00,233,SEC060,Esquilona Esquilona
Room 119,Saturday,12:00:00,13:00:00,184,SEC035,Bitancor Bitancor
Room 119,Saturday,13:00:00,14:00:00,7,SEC061,Tabones Tabones
Room 119,Tuesday,11:00:00,12:00:00,182,SEC025,Alejo Alejo
Room 119,Tuesday,15:00:00,16:00:00,196,SEC037,Gabiola Gabiola
Room 119,Wednesday,8:30:00,9:30:00,13,SEC049,Manago Manago
Room 119,Wednesday,13:00:00,14:00:00,220,SEC030,Ballesteros Ballesteros
