Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 137,Friday,11:00:00,12:00:00,180,SEC025,Rimarim Rimarim
Room 137,Friday,14:00:00,15:00:00,146,SEC057,Acebes Acebes
Room 137,Monday,11:00:00,12:00:00,198,SEC027,Baraquel Baraquel
Room 137,Monday,13:00:00,14:00:00,197,SEC027,Gabiola Gabiola
Room 137,Saturday,7:30:00,8:30:00,172,SEC070,Odtohan Odtohan
Room 137,Saturday,10:00:00,11:00:00,147,SEC071,Berza Berza
Room 137,Saturday,14:00:00,15:00:00,219,SEC049,Ballesteros Ballesteros
Room 137,Thursday,12:00:00,13:00:00,194,SEC072,Ramirez Ramirez
Room 137,Thursday,14:00:00,15:00:00,13,SEC039,Manago Manago
Room 137,Thursday,15:00:00,16:00:00,199,SEC037,Orolaza Orolaza
Room 137,Tuesday,11:00:00,12:00:00,191,SEC046,Lati Lati
Room 137,Tuesday,14:00:00,15:00:00,157,SEC042,Gutierrez Gutierrez
