Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 103,Friday,9:30:00,10:00:00,27,SEC077,De Asis De Asis
Room 103,Friday,10:30:00,11:00:00,12,SEC049,Manago Manago
Room 103,Friday,15:00:00,16:00:00,179,SEC045,Dela Cruz Dela Cruz
Room 103,Monday,13:00:00,14:00:00,190,SEC072,Delos Santos Delos Santos
Room 103,Saturday,7:30:00,8:30:00,11,SEC039,Manago Manago
Room 103,Thursday,10:30:00,11:00:00,12,SEC062,Manago Manago
Room 103,Thursday,13:00:00,14:00:00,170,SEC034,Orbita Orbita
Room 103,Wednesday,10:30:00,11:00:00,185,SEC045,Rimarim Rimarim
Room 103,Wednesday,12:00:00,13:00:00,21,SEC076,De Lara De Lara
Room 103,Wednesday,16:00:00,17:00:00,20,SEC076,De Lara De Lara
