Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 234,Friday,9:30:00,10:00:00,6,SEC048,Tabones Tabones
Room 234,Monday,10:30:00,11:00:00,221,SEC031,Ballesteros Ballesteros
Room 234,Monday,11:00:00,12:00:00,192,SEC072,Lati Lati
Room 234,Monday,16:00:00,17:00:00,30,SEC077,Barretto Barretto
Room 234,Saturday,11:00:00,12:00:00,187,SEC059,Cadiente Cadiente
Room 234,Saturday,15:00:00,16:00:00,17,SEC040,Morales Morales
Room 234,Thursday,8:30:00,9:30:00,224,SEC061,Layag Layag
Room 234,Tuesday,10:00:00,11:00:00,197,SEC037,Gabiola Gabiola
Room 234,Tuesday,13:00:00,14:00:00,1,SEC048,Cabrera Cabrera
Room 234,Tuesday,16:00:00,17:00:00,180,SEC035,Rimarim Rimarim
Room 234,Wednesday,7:30:00,8:30:00,14,SEC049,Cabasbas Cabasbas
Room 234,Wednesday,9:30:00,10:00:00,18,SEC040,Morales Morales
Room 234,Wednesday,12:00:00,13:00:00,192,SEC072,Lati Lati
Room 234,Wednesday,16:00:00,17:00:00,216,SEC047,Baraquel Baraquel
