Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 175,Friday,8:30:00,9:30:00,179,SEC035,Dela Cruz Dela Cruz
Room 175,Friday,12:00:00,13:00:00,161,SEC023,Carrasco Carrasco
Room 175,Friday,13:00:00,14:00:00,186,SEC059,Maniba Maniba
Room 175,Monday,8:30:00,9:30:00,225,SEC076,Layag Layag
Room 175,Monday,12:00:00,13:00:00,168,SEC057,Acebes Acebes
Room 175,Monday,14:00:00,15:00:00,195,SEC047,Bacongallo Bacongallo
Room 175,Monday,16:00:00,17:00:00,13,SEC075,Manago Manago
Room 175,Saturday,7:30:00,8:30:00,185,SEC071,Rimarim Rimarim
Room 175,Saturday,14:00:00,15:00:00,27,SEC064,De Asis De Asis
Room 175,Saturday,15:00:00,16:00:00,221,SEC064,Ballesteros Ballesteros
Room 175,Thursday,15:00:00,16:00:00,162,SEC023,Carrasco Carrasco
Room 175,Wednesday,13:00:00,14:00:00,190,SEC046,Delos Santos Delos Santos
