Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 210,Friday,14:00:00,15:00:00,153,SEC031,Abanto Abanto
Room 210,Friday,16:00:00,17:00:00,16,SEC049,Dela Cruz Dela Cruz
Room 210,Monday,8:30:00,9:30:00,170,SEC044,Orbita Orbita
Room 210,Saturday,14:00:00,15:00:00,155,SEC022,Achapero Achapero
Room 210,Thursday,7:30:00,8:30:00,21,SEC030,De Lara De Lara
Room 210,Thursday,9:30:00,10:00:00,177,SEC035,Berza Berza
Room 210,Thursday,11:00:00,12:00:00,224,SEC028,Layag Layag
Room 210,Thursday,15:00:00,16:00:00,2,SEC038,Cabrera Cabrera
Room 210,Tuesday,9:30:00,10:30:00,166,SEC069,Alvarez Alvarez
Room 210,Tuesday,13:00:00,14:00:00,13,SEC029,Manago Manago
Room 210,Tuesday,16:00:00,17:00:00,186,SEC036,Maniba Maniba
Room 210,Wednesday,8:30:00,9:30:00,20,SEC030,De Lara De Lara
Room 210,Wednesday,11:00:00,12:00:00,187,SEC072,Cadiente Cadiente
