Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 141,Friday,15:00:00,16:00:00,223,SEC031,Layag Layag
Room 141,Monday,10:00:00,11:00:00,172,SEC024,Odtohan Odtohan
Room 141,Monday,13:00:00,14:00:00,171,SEC044,Odtohan Odtohan
Room 141,Monday,15:00:00,16:00:00,200,SEC037,Orolaza Orolaza
Room 141,Saturday,9:30:00,10:00:00,220,SEC076,Ballesteros Ballesteros
Room 141,Saturday,12:00:00,13:00:00,182,SEC071,Alejo Alejo
Room 141,Saturday,13:00:00,14:00:00,25,SEC051,Abanto Abanto
Room 141,Thursday,7:30:00,8:30:00,198,SEC060,Baraquel Baraquel
Room 141,Thursday,13:00:00,14:00:00,31,SEC051,Barretto Barretto
Room 141,Tuesday,8:30:00,9:30:00,5,SEC061,Canadilla Canadilla
Room 141,Wednesday,10:30:00,11:00:00,20,SEC063,De Lara De Lara
Room 141,Wednesday,14:00:00,15:00:00,172,SEC034,Odtohan Odtohan
