Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 190,Monday,11:00:00,12:00:00,13,SEC039,Manago Manago
Room 190,Monday,13:00:00,14:00:00,168,SEC070,Acebes Acebes
Room 190,Saturday,8:30:00,9:30:00,6,SEC038,Cabasbas Cabasbas
Room 190,Saturday,11:00:00,12:00:00,19,SEC040,De Lara De Lara
Room 190,Saturday,12:00:00,13:00:00,164,SEC043,Napili Napili
Room 190,Saturday,15:00:00,16:00:00,159,SEC022,Gutierrez Gutierrez
Room 190,Saturday,16:00:00,17:00:00,164,SEC033,Napili Napili
Room 190,Thursday,13:00:00,14:00:00,144,SEC068,Obedoza Obedoza
Room 190,Tuesday,13:00:00,14:00:00,8,SEC048,Cabasbas Cabasbas
Room 190,Tuesday,15:00:00,16:00:00,144,SEC032,Obedoza Obedoza
Room 190,Wednesday,7:30:00,8:30:00,6,SEC038,Cabasbas Cabasbas
Room 190,Wednesday,9:30:00,10:00:00,18,SEC030,Morales Morales
Room 190,Wednesday,16:00:00,17:00:00,188,SEC046,Cadiente Cadiente
