Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 101,Friday,7:30:00,8:30:00,Homeroom,SEC001,Esquilona Esquilona
Room 101,Friday,10:30:00,11:00:00,185,SEC045,Rimarim Rimarim
Room 101,Friday,11:00:00,12:00:00,9,SEC029,Valdez Valdez
Room 101,Monday,15:00:00,16:00:00,168,SEC070,Acebes Acebes
Room 101,Saturday,12:00:00,13:00:00,160,SEC043,Fernando Fernando
Room 101,Saturday,16:00:00,17:00:00,164,SEC023,Napili Napili
Room 101,Thursday,13:00:00,14:00:00,186,SEC036,Maniba Maniba
Room 101,Tuesday,7:30:00,8:30:00,171,SEC034,Odtohan Odtohan
Room 101,Wednesday,8:30:00,9:30:00,173,SEC070,Alde Alde
Room 101,Wednesday,12:00:00,13:00:00,197,SEC047,Gabiola Gabiola
