Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 239,Friday,8:30:00,9:30:00,178,SEC035,Dela Cruz Dela Cruz
Room 239,Friday,12:00:00,13:00:00,198,SEC047,Baraquel Baraquel
Room 239,Friday,15:00:00,16:00:00,3,SEC048,Canadilla Canadilla
Room 239,Monday,14:00:00,15:00:00,23,SEC050,Dinapo Dinapo
Room 239,Thursday,11:00:00,12:00:00,15,SEC029,Cabasbas Cabasbas
Room 239,Tuesday,14:00:00,15:00:00,181,SEC058,Alejo Alejo
Room 239,Wednesday,10:00:00,11:00:00,155,SEC055,Achapero Achapero
Room 239,Wednesday,14:00:00,15:00:00,233,SEC073,Esquilona Esquilona
Room 239,Wednesday,15:00:00,16:00:00,195,SEC037,Bacongallo Bacongallo
Room 239,Wednesday,16:00:00,17:00:00,5,SEC028,Canadilla Canadilla
