Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 162,Friday,10:00:00,11:00:00,2,SEC048,Cabrera Cabrera
Room 162,Friday,15:00:00,16:00:00,20,SEC050,De Lara De Lara
Room 162,Saturday,16:00:00,17:00:00,180,SEC045,Rimarim Rimarim
Room 162,Thursday,10:00:00,11:00:00,184,SEC045,Bitancor Bitancor
Room 162,Tuesday,7:30:00,8:30:00,22,SEC063,Gante Gante
Room 162,Tuesday,9:30:00,10:00:00,146,SEC070,Acebes Acebes
Room 162,Tuesday,12:00:00,13:00:00,194,SEC059,Ramirez Ramirez
Room 162,Wednesday,7:30:00,8:30:00,160,SEC056,Fernando Fernando
Room 162,Wednesday,15:00:00,16:00:00,161,SEC043,Carrasco Carrasco
Room 162,Wednesday,16:00:00,17:00:00,25,SEC077,Abanto Abanto
