Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 159,Friday,7:30:00,8:30:00,Homeroom,SEC059,Cadiente Cadiente
Room 159,Friday,13:00:00,14:00:00,15,SEC039,Cabasbas Cabasbas
Room 159,Monday,9:30:00,10:00:00,185,SEC025,Rimarim Rimarim
Room 159,Saturday,7:30:00,8:30:00,224,SEC028,Layag Layag
Room 159,Saturday,13:00:00,14:00:00,184,SEC071,Bitancor Bitancor
Room 159,Saturday,16:00:00,17:00:00,177,SEC025,Berza Berza
Room 159,Thursday,10:30:00,11:00:00,26,SEC041,Abanto Abanto
Room 159,Thursday,13:00:00,14:00:00,173,SEC034,Alde Alde
Room 159,Thursday,16:00:00,17:00:00,146,SEC024,Acebes Acebes
Room 159,Wednesday,10:30:00,11:00:00,27,SEC077,De Asis De Asis
Room 159,Wednesday,14:00:00,15:00:00,185,SEC025,Rimarim Rimarim
