Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 169,Monday,9:30:00,10:00:00,223,SEC041,Layag Layag
Room 169,Monday,12:00:00,13:00:00,165,SEC023,Napili Napili
Room 169,Monday,14:00:00,15:00:00,223,SEC051,Layag Layag
Room 169,Monday,15:00:00,16:00:00,15,SEC039,Cabasbas Cabasbas
Room 169,Saturday,7:30:00,8:30:00,196,SEC060,Gabiola Gabiola
Room 169,Saturday,10:00:00,11:00:00,21,SEC063,De Lara De Lara
Room 169,Saturday,14:00:00,15:00:00,19,SEC076,De Lara De Lara
Room 169,Thursday,7:30:00,8:30:00,7,SEC038,Tabones Tabones
Room 169,Thursday,10:00:00,11:00:00,233,SEC047,Esquilona Esquilona
Room 169,Thursday,13:00:00,14:00:00,25,SEC077,Abanto Abanto
Room 169,Thursday,14:00:00,15:00:00,232,SEC036,Ramirez Ramirez
Room 169,Tuesday,9:30:00,10:30:00,180,SEC035,Rimarim Rimarim
Room 169,Tuesday,11:00:00,12:00:00,200,SEC073,Orolaza Orolaza
Room 169,Wednesday,8:30:00,9:30:00,23,SEC050,Dinapo Dinapo
