Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 244,Friday,9:30:00,10:00:00,26,SEC031,Abanto Abanto
Room 244,Friday,10:00:00,11:00:00,199,SEC073,Orolaza Orolaza
Room 244,Friday,14:00:00,15:00:00,181,SEC071,Alejo Alejo
Room 244,Friday,15:00:00,16:00:00,182,SEC025,Alejo Alejo
Room 244,Monday,16:00:00,17:00:00,169,SEC057,Orbita Orbita
Room 244,Saturday,15:00:00,16:00:00,29,SEC031,De Asis De Asis
Room 244,Thursday,8:30:00,9:30:00,188,SEC072,Cadiente Cadiente
Room 244,Thursday,10:30:00,11:00:00,2,SEC074,Cabrera Cabrera
Room 244,Thursday,11:00:00,12:00:00,173,SEC070,Alde Alde
Room 244,Thursday,12:00:00,13:00:00,160,SEC056,Fernando Fernando
Room 244,Thursday,15:00:00,16:00:00,182,SEC035,Alejo Alejo
Room 244,Tuesday,15:00:00,16:00:00,178,SEC071,Dela Cruz Dela Cruz
Room 244,Wednesday,10:30:00,11:00:00,27,SEC031,De Asis De Asis
Room 244,Wednesday,14:00:00,15:00:00,225,SEC050,Layag Layag
