Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 129,Friday,11:00:00,12:00:00,32,SEC077,Barretto Barretto
Room 129,Friday,15:00:00,16:00:00,217,SEC038,Ballesteros Ballesteros
Room 129,Monday,14:00:00,15:00:00,189,SEC036,Delos Santos Delos Santos
Room 129,Saturday,11:00:00,12:00:00,15,SEC062,Cabasbas Cabasbas
Room 129,Saturday,13:00:00,14:00:00,168,SEC024,Acebes Acebes
Room 129,Saturday,14:00:00,15:00:00,183,SEC045,Bitancor Bitancor
Room 129,Thursday,11:00:00,12:00:00,148,SEC036,Maniba Maniba
Room 129,Tuesday,12:00:00,13:00:00,185,SEC071,Rimarim Rimarim
Room 129,Wednesday,8:30:00,9:30:00,175,SEC044,Botalon Botalon
Room 129,Wednesday,16:00:00,17:00:00,223,SEC077,Layag Layag
