Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 158,Friday,9:30:00,10:00:00,4,SEC061,Canadilla Canadilla
Room 158,Friday,10:30:00,11:00:00,26,SEC077,Abanto Abanto
Room 158,Friday,16:00:00,17:00:00,1,SEC028,Cabrera Cabrera
Room 158,Monday,10:00:00,11:00:00,157,SEC042,Gutierrez Gutierrez
Room 158,Monday,11:00:00,12:00:00,31,SEC077,Alonzo Alonzo
Room 158,Monday,15:00:00,16:00:00,171,SEC057,Odtohan Odtohan
Room 158,Thursday,10:00:00,11:00:00,30,SEC077,Alonzo Alonzo
Room 158,Thursday,11:00:00,12:00:00,216,SEC047,Baraquel Baraquel
Room 158,Thursday,15:00:00,16:00:00,189,SEC036,Delos Santos Delos Santos
Room 158,Tuesday,15:00:00,16:00:00,199,SEC073,Orolaza Orolaza
