Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 245,Friday,9:30:00,10:30:00,171,SEC044,Odtohan Odtohan
Room 245,Friday,11:00:00,12:00:00,192,SEC026,Lati Lati
Room 245,Friday,13:00:00,14:00:00,168,SEC057,Acebes Acebes
Room 245,Monday,10:30:00,11:00:00,181,SEC045,Alejo Alejo
Room 245,Monday,13:00:00,14:00:00,5,SEC028,Canadilla Canadilla
Room 245,Monday,16:00:00,17:00:00,32,SEC031,Baraquel Baraquel
Room 245,Saturday,14:00:00,15:00:00,177,SEC025,Berza Berza
Room 245,Saturday,16:00:00,17:00:00,3,SEC038,Canadilla Canadilla
Room 245,Thursday,7:30:00,8:30:00,174,SEC070,Alde Alde
Room 245,Thursday,12:00:00,13:00:00,18,SEC030,Morales Morales
Room 245,Tuesday,7:30:00,8:30:00,1,SEC061,Cabrera Cabrera
Room 245,Tuesday,11:00:00,12:00:00,26,SEC041,Abanto Abanto
Room 245,Wednesday,15:00:00,16:00:00,178,SEC025,Dela Cruz Dela Cruz
