Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 140,Friday,7:30:00,8:30:00,Homeroom,SEC040,Dinapo Dinapo
Room 140,Friday,10:00:00,11:00:00,178,SEC035,Dela Cruz Dela Cruz
Room 140,Friday,16:00:00,17:00:00,24,SEC050,Dinapo Dinapo
Room 140,Monday,14:00:00,15:00:00,200,SEC047,Orolaza Orolaza
Room 140,Monday,16:00:00,17:00:00,27,SEC077,De Asis De Asis
Room 140,Thursday,14:00:00,15:00:00,29,SEC064,De Asis De Asis
Room 140,Thursday,15:00:00,16:00:00,32,SEC031,Alonzo Alonzo
Room 140,Thursday,16:00:00,17:00:00,18,SEC063,Morales Morales
Room 140,Tuesday,11:00:00,12:00:00,173,SEC070,Alde Alde
Room 140,Tuesday,13:00:00,14:00:00,216,SEC047,Baraquel Baraquel
