Room Name,Day,Start Time,End Time,Subject Code,Section ID,Teacher Name
Room 233,Friday,10:00:00,11:00:00,196,SEC027,Gabiola Gabiola
Room 233,Friday,13:00:00,14:00:00,151,SEC039,Valdez Valdez
Room 233,Monday,9:30:00,10:00:00,156,SEC032,Achapero Achapero
Room 233,Monday,11:00:00,12:00:00,165,SEC056,Napili Napili
Room 233,Saturday,7:30:00,8:30:00,161,SEC043,Carrasco Carrasco
Room 233,Thursday,8:30:00,9:30:00,194,SEC046,Ramirez Ramirez
Room 233,Thursday,9:30:00,10:30:00,20,SEC040,De Lara De Lara
Room 233,Tuesday,16:00:00,17:00:00,25,SEC041,Abanto Abanto
Room 233,Wednesday,9:30:00,10:30:00,2,SEC048,Cabrera Cabrera
Room 233,Wednesday,11:00:00,12:00:00,177,SEC071,Berza Berza
